facetGroup_ACTIVE_COLOR,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,COLOR,Color,COLOR,,,,,,,,,,0,,,,,,
facetGroup_ACTIVE_SIZE,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,SIZE,Size,SIZE,,,,,,,,,,0,,,,,,
facetGroup_ACTIVE_BRAND,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,BRAND,Brand,BRAND,,,,,,,,,,0,,,,,,
facetGroup_ACTIVE_MATERIAL,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,MATERIAL,Material,MATERIAL,,,,,,,,,,0,,,,,,
facetGroup_VERA_COLOR,facetGroup,,,,,,,VERA,,0,,,,,,,,COLOR,Color,COLOR,,,,,,,,,,0,,,,,,
facetGroup_VERA_SIZE,facetGroup,,,,,,,VERA,,0,,,,,,,,SIZE,Size,SIZE,,,,,,,,,,0,,,,,,
facetGroup_VERA_BRAND,facetGroup,,,,,,,VERA,,0,,,,,,,,BRAND,Brand,BRAND,,,,,,,,,,0,,,,,,
facetGroup_VERA_MATERIAL,facetGroup,,,,,,,VERA,,0,,,,,,,,MATERIAL,Material,MATERIAL,,,,,,,,,,0,,,,,,
product_100019_APPAREL_ACTIVE,product,100019,Bow tee,Bow tee,"This crew-neck jersey tee features an oversized, contrast polka-dot bow detail. Raw edges. Short sleeves. Semi-sheer. 25' long, measured from shoulder. Fabrication: Soft jersey. Shell: 100% modal. Bow: 100% silk. Dry clean.",Active is a designer collection.,,ACTIVE,APPAREL,0,Active,,/osafe_theme/images/catalog/products/small/tee_1_100002-000009.jpg,,/osafe_theme/images/catalog/products/small/tee_2_100002-000009.jpg,,/osafe_theme/images/catalog/products/detail/tee_1_100002-000009.jpg,,,,250.000,250.000,0,30,0,0.0,,2011-10-12T00:00:000Z,,0,Vera Wang,,Silk,Black Red,Large Medium Small,Vera
facetGroup_ACTIVE_COLOR,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,COLOR,Color,COLOR,,,,,,,,,,0,,,,,,
facetGroup_ACTIVE_SIZE,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,SIZE,Size,SIZE,,,,,,,,,,0,,,,,,
facetGroup_ACTIVE_BRAND,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,BRAND,Brand,BRAND,,,,,,,,,,0,,,,,,
facetGroup_ACTIVE_MATERIAL,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,MATERIAL,Material,MATERIAL,,,,,,,,,,0,,,,,,
facetGroup_VERA_COLOR,facetGroup,,,,,,,VERA,,0,,,,,,,,COLOR,Color,COLOR,,,,,,,,,,0,,,,,,
facetGroup_VERA_SIZE,facetGroup,,,,,,,VERA,,0,,,,,,,,SIZE,Size,SIZE,,,,,,,,,,0,,,,,,
facetGroup_VERA_BRAND,facetGroup,,,,,,,VERA,,0,,,,,,,,BRAND,Brand,BRAND,,,,,,,,,,0,,,,,,
facetGroup_VERA_MATERIAL,facetGroup,,,,,,,VERA,,0,,,,,,,,MATERIAL,Material,MATERIAL,,,,,,,,,,0,,,,,,
product_100077_APPAREL_ACTIVE,product,100077,Long Sleeve Fleece Hoodie,Long Sleeve Fleece Hoodie,This cropped fleece hoodie features a zip closure and welt hip pockets. Pleats at back and ribbed banding at edges. Long raglan sleeves.,Active is a designer collection.,,ACTIVE,APPAREL,0,Active,,/osafe_theme/images/catalog/products/small/hoodie1_100001-000046.jpg,,/osafe_theme/images/catalog/products/small/hoodie2_100001-000046.jpg,,/osafe_theme/images/catalog/products/detail/hoodie1_100001-000046.jpg,,,,120.000,100.000,0,40,0,0.0,,2011-10-12T00:00:000Z,,0,Vera Wang,,Fleece,Pink Yellow,Medium Small X-Small,Vera
facetGroup_ACTIVE_COLOR,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,COLOR,Color,COLOR,,,,,,,,,,0,,,,,,
facetGroup_ACTIVE_SIZE,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,SIZE,Size,SIZE,,,,,,,,,,0,,,,,,
facetGroup_ACTIVE_BRAND,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,BRAND,Brand,BRAND,,,,,,,,,,0,,,,,,
facetGroup_ACTIVE_MATERIAL,facetGroup,,,,,,,ACTIVE,,0,,,,,,,,MATERIAL,Material,MATERIAL,,,,,,,,,,0,,,,,,
facetGroup_DONATELLI_COLOR,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,COLOR,Color,COLOR,,,,,,,,,,0,,,,,,
facetGroup_DONATELLI_SIZE,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,SIZE,Size,SIZE,,,,,,,,,,0,,,,,,
facetGroup_DONATELLI_BRAND,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,BRAND,Brand,BRAND,,,,,,,,,,0,,,,,,
facetGroup_DONATELLI_MATERIAL,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,MATERIAL,Material,MATERIAL,,,,,,,,,,0,,,,,,
product_100078_APPAREL_ACTIVE,product,100078,Zoe Pants,Zoe Pants,This wide-leg jersey pants feature a ruched fold-over waistband. Unfinished hem. 32' leg opening.,Active is a designer collection.,,ACTIVE,APPAREL,0,Active,,/osafe_theme/images/catalog/products/small/yoga1_100001-000045.jpg,,/osafe_theme/images/catalog/products/small/yoga2_100001-000045.jpg,,/osafe_theme/images/catalog/products/detail/yoga1_100001-000045.jpg,,,,130.000,130.000,0,50,0,0.0,,2011-10-12T00:00:000Z,,0,Donatelli,,Jersey_fabric,Blue Grey,Small,Versace
productCategory_BLOUSES,productCategory,,,,,"For maximum style kudos with minimum fuss, look no further than our Fashion House of blouses. Longer-line dressing continues to reign supreme with patterned one-pieces and sequined unitards. Keep it classic with our '90s style denim overalls and tailored all-on-ones.",,RNY_CATEGORY_ROOT APPAREL BLOUSES,,2,Blouses,/osafe_theme/images/catalog/categories/blouse.jpg,,,,,,,,,,,,,,,,,,0,,,,,,
facetGroup_BLOUSES_COLOR,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,COLOR,Color,COLOR,,,,,,,,,,0,,,,,,
facetGroup_BLOUSES_SIZE,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,SIZE,Size,SIZE,,,,,,,,,,0,,,,,,
facetGroup_BLOUSES_BRAND,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,BRAND,Brand,BRAND,,,,,,,,,,0,,,,,,
facetGroup_BLOUSES_MATERIAL,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,MATERIAL,Material,MATERIAL,,,,,,,,,,0,,,,,,
product_60001_APPAREL_BLOUSES,product,60001,Mango Contrast Trim Wrap Blouse,Mango Contrast Trim Wrap Blouse,Made from an easy-care poly fabric. V-neckline. Wrap front. Contrast trim. Regular fit,"For maximum style kudos with minimum fuss, look no further than our Fashion House of blouses. Longer-line dressing continues to reign supreme with patterned one-pieces and sequined unitards. Keep it classic with our '90s style denim overalls and tailored all-on-ones.",,BLOUSES,APPAREL,0,Blouses,,/osafe_theme/images/catalog/products/small/60001.jpg,,/osafe_theme/images/catalog/products/small/60001_1.jpg,,/osafe_theme/images/catalog/products/detail/60001.jpg,,,,71.000,71.000,0,10,0,0.0,,,,0,Mango,,Poly_Fabric,White,Large Medium Small X-Large,Mango
facetGroup_BLOUSES_COLOR,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,COLOR,Color,COLOR,,,,,,,,,,0,,,,,,
facetGroup_BLOUSES_SIZE,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,SIZE,Size,SIZE,,,,,,,,,,0,,,,,,
facetGroup_BLOUSES_BRAND,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,BRAND,Brand,BRAND,,,,,,,,,,0,,,,,,
facetGroup_BLOUSES_MATERIAL,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,MATERIAL,Material,MATERIAL,,,,,,,,,,0,,,,,,
product_60002_APPAREL_BLOUSES,product,60002,Crochet Blouse,Crochet Blouse,Made from 100% pure cotton. Breathable woven fabric. Scalloped funnel neckline. Cap shoulders for a boxy look. Sheer sleeves. Regular fit,"For maximum style kudos with minimum fuss, look no further than our Fashion House of blouses. Longer-line dressing continues to reign supreme with patterned one-pieces and sequined unitards. Keep it classic with our '90s style denim overalls and tailored all-on-ones.",,BLOUSES,APPAREL,0,Blouses,,/osafe_theme/images/catalog/products/small/60002.jpg,,/osafe_theme/images/catalog/products/small/60002_1.jpg,,/osafe_theme/images/catalog/products/detail/60002.jpg,,,,275.000,250.000,0,10,0,0.0,,,,0,,,Cotton,Black,Large Medium Small X-Large,Guess
facetGroup_BLOUSES_COLOR,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,COLOR,Color,COLOR,,,,,,,,,,0,,,,,,
facetGroup_BLOUSES_SIZE,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,SIZE,Size,SIZE,,,,,,,,,,0,,,,,,
facetGroup_BLOUSES_BRAND,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,BRAND,Brand,BRAND,,,,,,,,,,0,,,,,,
facetGroup_BLOUSES_MATERIAL,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,MATERIAL,Material,MATERIAL,,,,,,,,,,0,,,,,,
product_60003_APPAREL_BLOUSES,product,60003,Contrast Floral Lace Bib Shirt,Contrast Floral Lace Bib Shirt,"Made from an easy-care poly fabric. Classic point collar 
Sheer, floral lace bib. Concealed button placket. Contrast coloured cuffs. Regular fit","For maximum style kudos with minimum fuss, look no further than our Fashion House of blouses. Longer-line dressing continues to reign supreme with patterned one-pieces and sequined unitards. Keep it classic with our '90s style denim overalls and tailored all-on-ones.",,BLOUSES,APPAREL,0,Blouses,,/osafe_theme/images/catalog/products/small/60003.jpg,,/osafe_theme/images/catalog/products/small/60003_1.jpg,,/osafe_theme/images/catalog/products/detail/60003.jpg,,,,39.000,39.000,0,10,0,0.0,,,,0,Gap,,Poly_Fabric,Cream,Large Medium Small X-Large,Gap
facetGroup_BLOUSES_COLOR,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,COLOR,Color,COLOR,,,,,,,,,,0,,,,,,
facetGroup_BLOUSES_SIZE,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,SIZE,Size,SIZE,,,,,,,,,,0,,,,,,
facetGroup_BLOUSES_BRAND,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,BRAND,Brand,BRAND,,,,,,,,,,0,,,,,,
facetGroup_BLOUSES_MATERIAL,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,MATERIAL,Material,MATERIAL,,,,,,,,,,0,,,,,,
product_60004_APPAREL_BLOUSES,product,60004,Oversized Shirt -Seam Detail,Oversized Shirt Seam Detail,Made from a sheer easy-care poly fabric. Point collar. Button placket to front. Full-length sleeves. Longline hem. Oversized fit,"For maximum style kudos with minimum fuss, look no further than our Fashion House of blouses. Longer-line dressing continues to reign supreme with patterned one-pieces and sequined unitards. Keep it classic with our '90s style denim overalls and tailored all-on-ones.",,BLOUSES,APPAREL,0,Blouses,,/osafe_theme/images/catalog/products/small/60004.jpg,,/osafe_theme/images/catalog/products/small/60004_1.jpg,,/osafe_theme/images/catalog/products/detail/60004.jpg,,,,64.000,64.000,0,10,0,0.0,,,,0,Guess,,Poly_Fabric,Blue,Large Medium Small X-Large,Guess
facetGroup_BLOUSES_COLOR,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,COLOR,Color,COLOR,,,,,,,,,,0,,,,,,
facetGroup_BLOUSES_SIZE,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,SIZE,Size,SIZE,,,,,,,,,,0,,,,,,
facetGroup_BLOUSES_BRAND,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,BRAND,Brand,BRAND,,,,,,,,,,0,,,,,,
facetGroup_BLOUSES_MATERIAL,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,MATERIAL,Material,MATERIAL,,,,,,,,,,0,,,,,,
facetGroup_STELLA_COLOR,facetGroup,,,,,,,STELLA,,0,,,,,,,,COLOR,Color,COLOR,,,,,,,,,,0,,,,,,
facetGroup_STELLA_SIZE,facetGroup,,,,,,,STELLA,,0,,,,,,,,SIZE,Size,SIZE,,,,,,,,,,0,,,,,,
facetGroup_STELLA_BRAND,facetGroup,,,,,,,STELLA,,0,,,,,,,,BRAND,Brand,BRAND,,,,,,,,,,0,,,,,,
facetGroup_STELLA_MATERIAL,facetGroup,,,,,,,STELLA,,0,,,,,,,,MATERIAL,Material,MATERIAL,,,,,,,,,,0,,,,,,
product_100006_APPAREL_BLOUSES,product,100006,3-4 Sleeve & Button Down ,3-4 Sleeve & Button Down ,"This silk blouse features a fold-over collar and a 5-button closure. Knife pleats at back. Single-button cuffs at 3/4 dolman sleeves. Semi-sheer.  28' long, measured from shoulder.  Fabrication: Silk charmeuse.  Dy clean only.","For maximum style kudos with minimum fuss, look no further than our Fashion House of blouses. Longer-line dressing continues to reign supreme with patterned one-pieces and sequined unitards. Keep it classic with our '90s style denim overalls and tailored all-on-ones.",,BLOUSES,APPAREL,0,Blouses,,/osafe_theme/images/catalog/products/small/white_buttonup_1_100002-000002.jpg,,/osafe_theme/images/catalog/products/small/white_buttonup_2_100002-000002.jpg,,/osafe_theme/images/catalog/products/detail/white_buttonup_1_100002-000002.jpg,,,,235.000,210.000,0,60,0,0.0,,2011-10-12T00:00:000Z,,0,Stella Designs,,Silk,Pink White,Large Medium Small X-Small,Stella_Designs
facetGroup_BLOUSES_COLOR,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,COLOR,Color,COLOR,,,,,,,,,,0,,,,,,
facetGroup_BLOUSES_SIZE,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,SIZE,Size,SIZE,,,,,,,,,,0,,,,,,
facetGroup_BLOUSES_BRAND,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,BRAND,Brand,BRAND,,,,,,,,,,0,,,,,,
facetGroup_BLOUSES_MATERIAL,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,MATERIAL,Material,MATERIAL,,,,,,,,,,0,,,,,,
facetGroup_VERA_COLOR,facetGroup,,,,,,,VERA,,0,,,,,,,,COLOR,Color,COLOR,,,,,,,,,,0,,,,,,
facetGroup_VERA_SIZE,facetGroup,,,,,,,VERA,,0,,,,,,,,SIZE,Size,SIZE,,,,,,,,,,0,,,,,,
facetGroup_VERA_BRAND,facetGroup,,,,,,,VERA,,0,,,,,,,,BRAND,Brand,BRAND,,,,,,,,,,0,,,,,,
facetGroup_VERA_MATERIAL,facetGroup,,,,,,,VERA,,0,,,,,,,,MATERIAL,Material,MATERIAL,,,,,,,,,,0,,,,,,
product_100016_APPAREL_BLOUSES,product,100016,Short sleeve tunic,Short sleeve tunic,"This wide-neck silk tunic features vertical front and back seams and a shirttail hem. Cuffed, short dolman sleeves. Cami lining.  29' long, measured from shoulder. Fabrication: Stretch silk georgette.  Shell: 92% silk/8% elastane.  Lining: 96% polyester/4","For maximum style kudos with minimum fuss, look no further than our Fashion House of blouses. Longer-line dressing continues to reign supreme with patterned one-pieces and sequined unitards. Keep it classic with our '90s style denim overalls and tailored all-on-ones.",,BLOUSES,APPAREL,0,Blouses,,/osafe_theme/images/catalog/products/small/tunic_1_100002-000006.jpg,,/osafe_theme/images/catalog/products/small/tunic_2_100002-000006.jpg,,/osafe_theme/images/catalog/products/detail/tunic_1_100002-000006.jpg,,,,215.000,215.000,0,210,0,0.0,,2011-10-12T00:00:000Z,,0,Vera Wang,,Silk,Red,Large Medium Small X-Small,Vera
facetGroup_BLOUSES_COLOR,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,COLOR,Color,COLOR,,,,,,,,,,0,,,,,,
facetGroup_BLOUSES_SIZE,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,SIZE,Size,SIZE,,,,,,,,,,0,,,,,,
facetGroup_BLOUSES_BRAND,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,BRAND,Brand,BRAND,,,,,,,,,,0,,,,,,
facetGroup_BLOUSES_MATERIAL,facetGroup,,,,,,,BLOUSES,,0,,,,,,,,MATERIAL,Material,MATERIAL,,,,,,,,,,0,,,,,,
facetGroup_DONATELLI_COLOR,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,COLOR,Color,COLOR,,,,,,,,,,0,,,,,,
facetGroup_DONATELLI_SIZE,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,SIZE,Size,SIZE,,,,,,,,,,0,,,,,,
facetGroup_DONATELLI_BRAND,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,BRAND,Brand,BRAND,,,,,,,,,,0,,,,,,
facetGroup_DONATELLI_MATERIAL,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,MATERIAL,Material,MATERIAL,,,,,,,,,,0,,,,,,
product_100065_APPAREL_BLOUSES,product,100065,Bow trench coat,Bow trench coat,"This twill trench blouse features a tie and ruffle trim at the collar. 5 turn-lock closures at front and pintucking at front and back. Welt hip pockets. 3/4 raglan sleeves. 33' long, measured from shoulder. Fabrication: Twill. 50% cotton/50% polyester. Dry ","For maximum style kudos with minimum fuss, look no further than our Fashion House of blouses. Longer-line dressing continues to reign supreme with patterned one-pieces and sequined unitards. Keep it classic with our '90s style denim overalls and tailored all-on-ones.",,BLOUSES,APPAREL,0,Blouses,,/osafe_theme/images/catalog/products/small/trench1_100002-000046_pink.jpg,,/osafe_theme/images/catalog/products/small/trench3_100002-000046_pink.jpg,,/osafe_theme/images/catalog/products/detail/trench1_100002-000046_pink.jpg,,,,200.000,200.000,0,680,0,0.0,,2013-05-23T00:00:000Z,,0,Donatelli,,Cotton,Beige-Tan Pink,Large Medium Small X-Large,Versace
productCategory_DENIM,productCategory,,,,,A wide range of jeans from Comfort fit to slim fit.,,RNY_CATEGORY_ROOT APPAREL DENIM,,2,Denim,/osafe_theme/images/catalog/categories/bootdenim1_100002-000026.jpg,,,,,,,,,,,,,,,,,,0,,,,,,
facetGroup_DENIM_COLOR,facetGroup,,,,,,,DENIM,,0,,,,,,,,COLOR,Color,COLOR,,,,,,,,,,0,,,,,,
facetGroup_DENIM_SIZE,facetGroup,,,,,,,DENIM,,0,,,,,,,,SIZE,Size,SIZE,,,,,,,,,,0,,,,,,
facetGroup_DENIM_BRAND,facetGroup,,,,,,,DENIM,,0,,,,,,,,BRAND,Brand,BRAND,,,,,,,,,,0,,,,,,
facetGroup_DENIM_MATERIAL,facetGroup,,,,,,,DENIM,,0,,,,,,,,MATERIAL,Material,MATERIAL,,,,,,,,,,0,,,,,,
facetGroup_STELLA_COLOR,facetGroup,,,,,,,STELLA,,0,,,,,,,,COLOR,Color,COLOR,,,,,,,,,,0,,,,,,
facetGroup_STELLA_SIZE,facetGroup,,,,,,,STELLA,,0,,,,,,,,SIZE,Size,SIZE,,,,,,,,,,0,,,,,,
facetGroup_STELLA_BRAND,facetGroup,,,,,,,STELLA,,0,,,,,,,,BRAND,Brand,BRAND,,,,,,,,,,0,,,,,,
facetGroup_STELLA_MATERIAL,facetGroup,,,,,,,STELLA,,0,,,,,,,,MATERIAL,Material,MATERIAL,,,,,,,,,,0,,,,,,
product_100045_APPAREL_DENIM,product,100045,Boot cut jeans,Boot cut jeans,These dark-rinse boot-cut jeans feature 5-pocket styling and a single-button closure. Logo embroidery at back pocket. Whiskering and wrinkling at front and behind knee. Mild distressing. 18' leg opening. 8' rise. 35' inseam. Fabrication: 4-way stretch den,A wide range of jeans from Comfort fit to slim fit.,,DENIM,APPAREL,0,Denim,,/osafe_theme/images/catalog/products/small/bootdenim1_100002-000026.jpg,,/osafe_theme/images/catalog/products/small/bootdenim2_100002-000026.jpg,,/osafe_theme/images/catalog/products/detail/bootdenim1_100002-000026.jpg,,,,168.000,168.000,0,480,0,0.0,,2011-10-12T00:00:000Z,,0,Stella Designs,,Cotton,Navy,Large Medium Small,Stella_Designs
facetGroup_DENIM_COLOR,facetGroup,,,,,,,DENIM,,0,,,,,,,,COLOR,Color,COLOR,,,,,,,,,,0,,,,,,
facetGroup_DENIM_SIZE,facetGroup,,,,,,,DENIM,,0,,,,,,,,SIZE,Size,SIZE,,,,,,,,,,0,,,,,,
facetGroup_DENIM_BRAND,facetGroup,,,,,,,DENIM,,0,,,,,,,,BRAND,Brand,BRAND,,,,,,,,,,0,,,,,,
facetGroup_DENIM_MATERIAL,facetGroup,,,,,,,DENIM,,0,,,,,,,,MATERIAL,Material,MATERIAL,,,,,,,,,,0,,,,,,
facetGroup_VERA_COLOR,facetGroup,,,,,,,VERA,,0,,,,,,,,COLOR,Color,COLOR,,,,,,,,,,0,,,,,,
facetGroup_VERA_SIZE,facetGroup,,,,,,,VERA,,0,,,,,,,,SIZE,Size,SIZE,,,,,,,,,,0,,,,,,
facetGroup_VERA_BRAND,facetGroup,,,,,,,VERA,,0,,,,,,,,BRAND,Brand,BRAND,,,,,,,,,,0,,,,,,
facetGroup_VERA_MATERIAL,facetGroup,,,,,,,VERA,,0,,,,,,,,MATERIAL,Material,MATERIAL,,,,,,,,,,0,,,,,,
product_100046_APPAREL_DENIM,product,100046,Ex-boyfriend crop jeans,Ex-boyfriend crop jeans,"These distressed boyfriend jeans feature 5-pocket styling and a single-button closure. Stitching at back pockets and whiskering at front and behind knee. Worn spots, holes, and heavy distressing. Rolled cuff at bottom hem.10' rise. 25' inseam (cuffed). Fa",A wide range of jeans from Comfort fit to slim fit.,,DENIM,APPAREL,0,Denim,,/osafe_theme/images/catalog/products/small/boyfriend1_100002-000027.jpg,,/osafe_theme/images/catalog/products/small/boyfriend2_100002-000027.jpg,,/osafe_theme/images/catalog/products/detail/boyfriend1_100002-000027.jpg,,,,125.000,125.000,0,490,0,0.0,,2011-10-12T00:00:000Z,,0,Vera Wang,,Cotton,Blue,Large Medium Small,Vera
facetGroup_DENIM_COLOR,facetGroup,,,,,,,DENIM,,0,,,,,,,,COLOR,Color,COLOR,,,,,,,,,,0,,,,,,
facetGroup_DENIM_SIZE,facetGroup,,,,,,,DENIM,,0,,,,,,,,SIZE,Size,SIZE,,,,,,,,,,0,,,,,,
facetGroup_DENIM_BRAND,facetGroup,,,,,,,DENIM,,0,,,,,,,,BRAND,Brand,BRAND,,,,,,,,,,0,,,,,,
facetGroup_DENIM_MATERIAL,facetGroup,,,,,,,DENIM,,0,,,,,,,,MATERIAL,Material,MATERIAL,,,,,,,,,,0,,,,,,
facetGroup_DONATELLI_COLOR,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,COLOR,Color,COLOR,,,,,,,,,,0,,,,,,
facetGroup_DONATELLI_SIZE,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,SIZE,Size,SIZE,,,,,,,,,,0,,,,,,
facetGroup_DONATELLI_BRAND,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,BRAND,Brand,BRAND,,,,,,,,,,0,,,,,,
facetGroup_DONATELLI_MATERIAL,facetGroup,,,,,,,DONATELLI,,0,,,,,,,,MATERIAL,Material,MATERIAL,,,,,,,,,,0,,,,,,
